Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Free Cash Flow (Annual YoY Growth)
VVOS,"Vivos Therapeutics, Inc.",1.26,-3.81679389,-0.05,Neutral,97214,122489.64,28995269.08396947,,-1.1575,158,Health Technology,-212.57380766
PHUN,"Phunware, Inc.",1.07,0.94339623,0.01,Buy,634461,678873.27,109811674.3301887,,-0.7386,120,Technology Services,-105.17634193
AIP,"Arteris, Inc.",6.2,-2.51572327,-0.16,Neutral,74222,460176.4,207236205.88050315,,-0.8725,217,Electronic Technology,-178.04518664
MTNB,"Matinas Biopharma Holdings, Inc.",0.6,1.79843909,0.0106,Buy,188251,112950.6,130118718.0183237,,-0.1111,31,Health Technology,11.36435506
ENLV,Enlivex Therapeutics Ltd.,4.43,0.22624434,0.01,Buy,35866,158886.38,81526017.64253393,,-1.5573,71,Health Technology,-60.59075991
BLFS,"BioLife Solutions, Inc.",22.465,-4.40425532,-1.035,Buy,217505,4886249.825,960737992.1168087,,-2.4513,,Process Industries,
MSGM,Motorsport Games Inc.,2.969,3.09027778,0.089,Sell,35997,106875.093,5544176.58263889,,-30.3733,189,Technology Services,-653.95050286
ZEST,"Ecoark Holdings, Inc.",0.3703,9.2655924,0.031401,Neutral,76604,28366.4612,11060192.15252922,,-1.0655,50,Utilities,-3.06332288
AMPE,"Ampio Pharmaceuticals, Inc.",0.289899,3.53535714,0.009899,Neutral,21795,6318.348705,4373356.26349286,,-1.3971,21,Health Technology,4.17374754
BLBD,Blue Bird Corporation,14.45,-0.82361016,-0.12,Buy,53617,774765.65,462759939.87989026,,-1.4474,1375,Consumer Durables,51.1947076
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.9,2.27272727,0.02,Buy,30206,27185.4,11285270.79545455,,-1.8333,,Health Technology,-131.22042341
INSG,Inseego Corp.,1.125,-3.84615385,-0.045,Buy,454021,510773.625,121330866.34615386,,-0.627,507,Electronic Technology,-310.56308509
ANY,Sphere 3D Corp.,0.3903,-6.4028777,-0.0267,Neutral,768470,299933.841,26777342.05107914,,-1.3023,,Technology Services,-4964.13632843
AZYO,"Aziyo Biologics, Inc.",4.5699,2.46412556,0.1099,Neutral,18059,82527.8241,73686757.23343047,,-2.8337,176,Health Technology,-13.58436945
TOUR,Tuniu Corporation,2.395,-4.96031746,-0.125,Buy,1633555,3912364.225,311694614,,-0.275,1916,Consumer Services,81.24328979
UTRS,"Minerva Surgical, Inc.",0.3832,7.03910615,0.0252,Buy,2541156,973770.9792,11286643.28268157,,-0.6012,157,Health Technology,-80.89648653
VERO,Venus Concept Inc.,0.3604,1.29286116,0.0046,Buy,233260,84066.904,24357480.03485104,,-0.6007,407,Health Technology,29.91603607
INAB,"IN8bio, Inc.",2.22,-2.63157895,-0.06,Neutral,39658,88040.76,54394783.71052632,,-1.3611,19,Health Technology,-130.92667882
BCLI,Brainstorm Cell Therapeutics Inc.,1.7078,12.35526316,0.1878,Buy,275022,469682.5716,62406048.96276315,,-0.6985,43,Health Technology,25.70245158
DSS,"DSS, Inc.",0.23,0,0,Buy,79915,18380.45,31973949,,-0.4526,113,Commercial Services,-254.32780847
SESN,"Sesen Bio, Inc.",0.6196,-1.74437044,-0.011,Neutral,1045778,647964.0488,125629501.55344118,,-0.0175,35,Health Technology,-123.31658291
CUTR,"Cutera, Inc.",33.5364,-1.96901491,-0.6736,Sell,85954,2882587.7256,657832516.0266823,,-4.2038,461,Health Technology,114.27023774
ITRM,Iterum Therapeutics plc,1.27,4.95867769,0.06,Buy,122974,156176.98,15536385.46280992,,-2.4582,13,Health Technology,70.84104952
SLGG,"Super League Gaming, Inc.",0.56,-5.53306343,-0.0328,Neutral,102987,57672.72,21039745.07422403,,-2.052,101,Technology Services,-52.69734632
FXLV,F45 Training Holdings Inc.,3.06,-1.29032258,-0.04,Buy,1150060,3519183.6,297786349.9741935,,-0.8009,160,Consumer Services,-107.94440885
ADTX,"Aditxt, Inc.",1.36,0,0,Sell,63779,86739.44,5842061,,-66.8633,58,Health Technology,-215.13888006
GNE,Genie Energy Ltd.,10.41,-0.19175455,-0.02,Buy,54917,571685.97,269484866.70086294,2.75343189,,186,Utilities,191.33844545
LMNL,Liminal BioSciences Inc.,0.421999,5.39435564,0.021599,Buy,32967,13912.041033,13099930.30608891,,-0.1032,48,Health Technology,-41.7609116
SLS,"SELLAS Life Sciences Group, Inc.",3.25,0,0,Buy,102573,333362.25,66911798.00000001,,-2.2246,11,Health Technology,-148.03686282
VERB,"Verb Technology Company, Inc.",0.1935,6.20197585,0.0113,Sell,5620031,1087475.9985,22478198.31503842,,-0.3115,167,Technology Services,-70.11814189
NRGV,"Energy Vault Holdings, Inc.",4.425,-12.37623762,-0.625,Neutral,932252,4125215.1,611837432.5396041,,-0.5768,,Producer Manufacturing,-1153790
EVGN,Evogene Ltd.,0.7625,-2.24358974,-0.0175,Neutral,49030,37385.375,31427159.66398903,,-0.69155993,141,Commercial Services,-22.84454555
NVNO,enVVeno Medical Corporation,5.29,0.37950664,0.02,Buy,2828,14960.12,50106517.62998103,,-2.5956,24,Health Technology,-57.2389091
ENVB,"Enveric Biosciences, Inc.",2.79,-2.44755245,-0.07,Sell,10914,30450.06,5798376.03146853,,-74.0662,24,Health Technology,-199.51270064
RSLS,"ReShape Lifesciences, Inc.",7.5501,-4.06480305,-0.3199,Sell,13204,99691.5204,3919996.57036849,,-172.5505,47,Health Technology,-75.91722595
CLRB,"Cellectar Biosciences, Inc.",1.59,3.24675325,0.05,Sell,56176,89319.84,14922582.60389611,,-15.4203,12,Health Technology,-62.64639962
VLN,Valens Semiconductor Ltd.,5.455,-7.54237288,-0.445,Buy,359167,1959255.985,542435442.0220338,,-0.2908,263,Electronic Technology,-12.63008746
HZN,Horizon Global Corporation,1.735,-0.28735632,-0.005,Buy,603774,1047547.89,48116341.19252873,,-3.2756,3800,Electronic Technology,-349.84177215
VTVT,vTv Therapeutics Inc.,0.94,-5.05050505,-0.05,Buy,74370,69907.8,98303156.68686868,,-0.308,9,Health Technology,-2.33888889
MASS,908 Devices Inc.,9.02,-4.65116279,-0.44,Sell,80940,730078.8,286035771.53488374,,-0.8751,56,Health Technology,-649.81755329
CAPR,"Capricor Therapeutics, Inc.",4.34,2.35849057,0.1,Buy,53523,232289.82,109547677.0235849,,-1.1313,48,Health Technology,-69.05854424
LSTA,"Lisata Therapeutics, Inc.",3.5403,-0.27323944,-0.0097,Neutral,5257,18611.3571,27825639.06574648,,-12.2686,27,Health Technology,-152.23340495
WEAV,"Weave Communications, Inc.",5.28,-1.85873606,-0.1,Buy,43915,231871.2,346274622.51301116,,-0.8466,889,Technology Services,-55.76198586
RCEL,"Avita Medical, Inc.",9.225,-0.05417118,-0.005,Buy,91531,844373.475,230910067.4918743,,-1.0434,,Health Technology,
PTE,"PolarityTE, Inc.",0.81,-2.40963855,-0.02,Buy,78757,63793.17,5877997.26506024,,-4.2271,59,Health Technology,42.89420891
MIRO,Miromatrix Medical Inc.,3.52,2.62390671,0.09,Buy,8023,28240.96,73583119.58017492,,-1.3812,61,Health Technology,-122.92020998
GGE,Green Giant Inc.,2.6473,-0.10188679,-0.0027,Sell,3645,9649.4085,147595635.16743398,,-2.3201,90,Consumer Durables,-4483.87870963
CTV,Innovid Corp.,2.2,0,0,Neutral,81383,179042.6,294031269,,-0.7043,396,Technology Services,42.76353825
KNSA,"Kiniksa Pharmaceuticals, Ltd.",13.9,-0.64331665,-0.09,Sell,128934,1792182.6,966491503.3452466,7.00726271,2.0471,215,Health Technology,8.10858818
RGLS,Regulus Therapeutics Inc.,1.4,-4.76190476,-0.07,Sell,26444,37021.6,23576366.66666667,,-2.1286,26,Health Technology,-94.47192087
DCTH,"Delcath Systems, Inc.",3.81,1.6,0.06,Buy,10406,39646.86,38277438.30400001,,-3.7893,55,Health Technology,3.81818182
ANVS,"Annovis Bio, Inc.",16.657,9.22622951,1.407,Strong Buy,220614,3674767.398,135986470.05311477,,-3.4542,3,Health Technology,-129.98171662
MBRX,"Moleculin Biotech, Inc.",1.2565,-1.06299213,-0.0135,Neutral,32410,40723.165,35970863.3492126,,-0.877,21,Health Technology,-4.53518488
SONN,"Sonnet BioTherapeutics Holdings, Inc.",1.23,6.03448276,0.07,Neutral,576883,709566.09,9759011.92241379,,-6.8249,12,Health Technology,-22.82559121
MOVE,Movano Inc.,1.3269,-9.73469388,-0.1431,Strong Sell,51746,68661.7674,44605320.43489796,,-0.8746,27,Technology Services,-57.02231389
BSGM,"BioSig Technologies, Inc.",0.7099,-4.06756757,-0.0301,Buy,131786,93554.8814,34089731.84486487,,-0.7553,50,Health Technology,-1.20091498
PHGE,BiomX Inc.,0.36,4.19681621,0.0145,Buy,83380,30016.8,10793621.07091172,,-1.1196,119,Health Technology,-16.46545942
WATT,Energous Corporation,0.8211,-3.01204819,-0.0255,Strong Sell,224417,184268.7987,64114232.75903614,,-0.39,48,Electronic Technology,-17.13125075
PDSB,PDS Biotechnology Corporation,8.415,-11.51419558,-1.095,Sell,771853,6495142.995,239900614.93533123,,-1.0115,22,Health Technology,5.63765229
ERNA,Eterna Therapeutics Inc.,4.8099,-0.62190083,-0.0301,Buy,10157,48854.1543,14151304.18053719,,-10.3982,10,Health Technology,-186.06476938
LIND,Lindblad Expeditions Holdings Inc.,10.97,0.09124088,0.01,Buy,114575,1256887.75,582958934.9735401,,-2.1705,720,Consumer Services,74.08814222
GMBL,Esports Entertainment Group Inc.,0.1065,-4.91071429,-0.0055,Sell,6662381,709543.5765,8305716.29464286,,-3.8339,,Consumer Services,-13.38109033
INKT,"MiNK Therapeutics, Inc.",2.29,2.23214286,0.05,Sell,118,270.22,77369781.54017857,,-0.7737,33,Health Technology,-55.05906572
ALLR,"Allarity Therapeutics, Inc.",0.2542,4.6090535,0.0112,Neutral,2113490,537249.158,6238376.59670782,,-4.0341,13,Health Technology,-108.28914318
INMB,INmune Bio Inc.,8.215,-1.61676647,-0.135,Buy,24570,201842.55,147426342.7760479,,-1.7398,10,Health Technology,-218.25903945
ASPS,Altisource Portfolio Solutions S.A.,5.93,-3.8897893,-0.24,Sell,256370,1520274.1,95611954.22042137,3.47370792,1.8328,,Finance,-111.02923604
OLK,Olink Holding AB (publ),19.485,-0.99085366,-0.195,Sell,155063,3021402.555,2342059764,,-0.2196,416,Health Technology,-517.64834861
EXFY,"Expensify, Inc.",10.38,-1.51802657,-0.16,Buy,72575,753328.5,854495988.216319,,-0.5621,144,Technology Services,-44.96124031
ALRN,"Aileron Therapeutics, Inc.",2.8246,-1.58188153,-0.0454,Sell,3309,9346.6014,12827016.43749129,,-6.521,9,Health Technology,-54.35655101
TCON,"TRACON Pharmaceuticals, Inc.",1.6881,-0.40707965,-0.0069,Buy,45873,77438.2113,37495141.02654867,,-1.4868,19,Health Technology,-32.68610313
CRMD,CorMedix Inc.,4.24,-1.62412993,-0.07,Neutral,99145,420374.8,175036233.8561485,,-0.746,30,Health Technology,-1.77189782
LUMO,"Lumos Pharma, Inc.",3.5428,2.68985507,0.0928,Sell,3303,11701.8684,29675223.95176812,,-3.4006,29,Health Technology,-28.88348461
XCUR,"Exicure, Inc.",1.36,-2.85714286,-0.04,Sell,3908,5314.88,6751895.82857143,,-9.4493,47,Health Technology,15.67823567
CASI,"CASI Pharmaceuticals, Inc.",2.06,0.98039216,0.02,Buy,22217,45767.02,28028626.5882353,,-1.9705,176,Health Technology,-30.68102976
DRRX,DURECT Corporation,6.61,0.60882801,0.04,Buy,22659,149775.99,150615358.38508373,,-1.3998,79,Health Technology,3.61585115
ATNM,"Actinium Pharmaceuticals, Inc. (Delaware)",11.3475,-1.83823529,-0.2125,Buy,125404,1423021.89,289171835.0955882,,-1.2971,32,Health Technology,4.16608675
BIVI,BioVie Inc.,5.02,-0.59405941,-0.03,Sell,140370,704657.4,153274809.0851485,,-1.2052,13,Health Technology,-81.67759649
CLVR,Clever Leaves Holdings Inc.,0.49,3.15789474,0.015,Buy,204705,100305.45,21629411.85263158,,-1.9919,560,Health Technology,-69.80020292
MAX,"MediaAlpha, Inc.",13.02,1.71875,0.22,Strong Buy,113559,1478538.18,810891194.53125,,-0.7806,149,Technology Services,-45.27722346
AAOI,"Applied Optoelectronics, Inc.",2.35,-0.84388186,-0.02,Buy,125543,295026.05,67030733.67088608,,-2.2048,2534,Electronic Technology,68.48869723
DIBS,"1stdibs.com, Inc.",6.23,-0.32,-0.02,Buy,44719,278599.37,242538702.5824,,-0.6211,365,Retail Trade,-26.02011767
XBIT,XBiotech Inc.,4.2009,-5.38513514,-0.2391,Neutral,20964,88067.6676,127872363.59358107,,-1.1904,97,Health Technology,195.70822928
ACRX,"AcelRx Pharmaceuticals, Inc.",1.99,0,0,Sell,87960,175040.4,16314240,0.31947343,6.2336,43,Health Technology,20.49956934
ESTA,Establishment Labs Holdings Inc.,67.47,2.19630415,1.45,Buy,43444,2931166.68,1642376727.534838,,-3.1135,746,Health Technology,-121.82950775
SKYT,"SkyWater Technology, Inc.",10.1,-5.43071161,-0.58,Buy,143175,1446067.5,437184907.0692883,,-1.5894,590,Producer Manufacturing,-929.02081136
TPST,"Tempest Therapeutics, Inc.",2.07,1.47058824,0.03,Buy,3252,6731.64,21770392.94117647,,-3.7587,17,Health Technology,-30.87451677
VNRX,VolitionRX Limited,2.6,-1.51515152,-0.04,Buy,33523,87159.8,149555558.25757575,,-0.5726,83,Health Technology,-19.65563135
TRVI,"Trevi Therapeutics, Inc.",2.4,-2.43902439,-0.06,Buy,19296,46310.4,143815075.1219512,,-0.792,24,Health Technology,0.29622486
PIXY,"ShiftPixy, Inc.",11.29,-2.25108225,-0.26,Strong Sell,16913,190947.77,109187804.01298697,,-143.2938,61,Commercial Services,25.18481601
HEAR,Turtle Beach Corporation,9.28,1.53172867,0.14,Buy,107525,997832,153648604.63894966,,-1.9245,304,Consumer Durables,-113.10536289
ARMP,"Armata Pharmaceuticals, Inc.",3.3378,1.45288754,0.0478,Buy,4148,13845.1944,120643800.96510638,,-1.0275,69,Health Technology,-30.29747565
CISO,Cerberus Cyber Sentinel Corporation,1.425,-10.37735849,-0.165,Strong Sell,186054,265126.95,208411299.33962265,,-0.4351,186,Technology Services,-328.69823531
SDIG,"Stronghold Digital Mining, Inc.",0.5809,-4.7704918,-0.0291,Sell,1179819,685356.8571,34138225.4952459,,-3.1609,16,Technology Services,-23192.17906617
WTER,The Alkaline Water Company Inc.,0.2476,-4.76923077,-0.0124,Neutral,560835,138862.746,36647096.01384615,,-0.3282,45,Consumer Non-Durables,-120.72088435
TMDX,"TransMedics Group, Inc.",62.79,-9.09222528,-6.28,Buy,340277,21365992.83,2004521829.799189,,-1.4914,148,Health Technology,-6.18164063
ARDS,Aridis Pharmaceuticals Inc.,0.6701,-5.60642344,-0.0398,Strong Sell,1481344,992648.6144,13941296.93308917,,-2.2768,34,Health Technology,-12.58456076
NBSE,"NeuBase Therapeutics, Inc.",0.225,-5.73942187,-0.0137,Strong Sell,159770,35948.25,7426947.4235442,,-1.0343,37,Health Technology,-42.50954789
CVM,Cel-Sci Corporation,2.6,-5.10948905,-0.14,Sell,30616,79601.6,113567644.16058391,,-0.871,,Health Technology,24.574598
MRKR,"Marker Therapeutics, Inc.",2.76,-11.4533205,-0.357,Strong Sell,112164,309572.64,23073375.97690087,,-4.4023,56,Health Technology,-3.11801997
STIM,"Neuronetics, Inc.",5.795,-0.0862069,-0.005,Sell,19618,113686.31,157748544.5413793,,-1.3683,175,Health Technology,-4.17582418
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",0.1451,0.276434,0.0004,Buy,868258,125984.2358,18178257.35659986,,-0.3332,41,Health Technology,52.5643275
ORGN,"Origin Materials, Inc.",6.035,1.77065767,0.105,Strong Buy,1164167,7025747.845,861218214.5986509,12.42926011,0.4943,80,Process Industries,-373.45108321
OPNT,"Opiant Pharmaceuticals, Inc.",20.22,-0.19743337,-0.04,Sell,52127,1054007.94,104493195.44718656,,-6.5083,37,Health Technology,256.46233359
ISPO,Inspirato Incorporated,1.175,-3.68852459,-0.045,Strong Sell,168200,197635,145782558.19672132,,-0.3964,,Consumer Services,-110.06863712
RDHL,Redhill Biopharma Ltd.,0.212,0.90433127,0.0019,Neutral,16905230,3583908.76,19161971,,-1.5759,211,Health Technology,-32.18892203
CTSO,Cytosorbents Corporation,2.325,-1.89873418,-0.045,Buy,23816,55372.2,101453033.89240506,,-0.9498,221,Health Technology,-179.1481062
MAPS,"WM Technology, Inc.",1.235,-5,-0.065,Neutral,175539,216790.665,180851948.4,,0.4203,607,Technology Services,-59.37441368
UUUU,Energy Fuels Inc,7.56,0.26525199,0.02,Buy,1740987,13161861.72,1191648114.72,,-0.06546756,103,Non-Energy Minerals,12.00350984
TLS,Telos Corporation,4.89,-2.2,-0.11,Sell,234537,1146885.93,328659954.294,,-0.5751,849,Technology Services,38.24359645
SCPH,scPharmaceuticals Inc.,5.625,-1.14235501,-0.065,Sell,141544,796185,191554207.71089628,,-1.275,26,Health Technology,4.67834205
CDTX,"Cidara Therapeutics, Inc.",1.1818,-2.33057851,-0.0282,Buy,1376722,1627010.0596,84638267.64991735,,-0.5492,89,Health Technology,50.90572742
CTXR,"Citius Pharmaceuticals, Inc.",1.36,3.03030303,0.04,Buy,690875,939590,198847132.0606061,,-0.2303,21,Health Technology,-16.95414831
KRBP,"Kiromic BioPharma, Inc.",0.2124,7.00251889,0.0139,Buy,5814527,1235005.5348,3875603.41360202,,-2.4676,59,Health Technology,-192.92872023
ONCS,OncoSec Medical Incorporated,2.18,1.39534884,0.03,Sell,50108,109235.44,6475722.44651163,,-18.13,41,Health Services,23.94817683
SOS,SOS Limited,6.58,-3.23529412,-0.22,Buy,68496,450703.68,42957320,,-8.1883,167,Technology Services,-471.12341952
CMPX,"Compass Therapeutics, Inc.",3.81,-3.29949239,-0.13,Sell,251060,956538.6,480789526.035533,,-0.3807,24,Health Technology,24.03656769
CRVS,"Corvus Pharmaceuticals, Inc.",0.8198,-1.02619824,-0.0085,Sell,44553,36524.5494,38164569.14789327,,-0.8748,28,Health Technology,-12.01141983
CADL,"Candel Therapeutics, Inc.",2.504,-6.21722846,-0.166,Buy,11118,27839.472,72350690.41498128,,-0.4196,65,Commercial Services,-128.0553712
CSII,"Cardiovascular Systems, Inc.",13.61,1.71898356,0.23,Sell,270582,3682621.02,570017399.1046338,,-0.9893,725,Health Technology,-488.92104175
GTBP,"GT Biopharma, Inc.",0.8334,-1.95294118,-0.0166,Sell,131062,109227.0708,27091849.52752941,,-1.0442,8,Health Technology,-114.89947673
APLD,Applied Digital Corporation,3.1608,-1.225,-0.0392,Buy,2383079,7532436.1032,298614408.9255,,-0.483,85,Finance,-57300.97087379
TMCI,"Treace Medical Concepts, Inc.",23.21,-8.5860575,-2.18,Sell,498592,11572320.32,1288195431.472627,,-0.8175,248,Health Technology,-257.62041697
CELC,Celcuity Inc.,10.35,-0.57636888,-0.06,Sell,16722,173072.7,224256031.03746396,,-2.3812,39,Health Technology,-182.62017814
GRAY,"Graybug Vision, Inc.",0.662999,-2.51448316,-0.017101,Sell,13792,9144.082208,14295931.2914689,,-1.7215,27,Health Technology,3.32154623
TCRT,"Alaunos Therapeutics, Inc.",0.7349,0,0,Buy,318747,234247.1703,176677872,,-0.1878,41,Health Technology,5.81635453
TFFP,"TFF Pharmaceuticals, Inc.",0.93,-1.58730159,-0.015,Sell,64431,59920.83,33659568.73015873,,-1.3567,,Health Technology,-71.71685931
BZFD,"BuzzFeed, Inc.",3.2101,-17.05167959,-0.6599,Buy,39457290,126661846.629,446646007.9119379,,-0.3958,1522,Technology Services,-216.98040722
LVOX,"LiveVox Holdings, Inc.",2.89,-6.47249191,-0.2,Buy,26755,77321.95,267341661.92556635,,-0.5131,672,Technology Services,-4416.33291615
LRMR,"Larimar Therapeutics, Inc.",4.92,5.35331906,0.25,Strong Buy,84840,417412.8,212884464,,-1.8326,31,Health Technology,-0.18879648
AVPT,"AvePoint, Inc.",4.435,-1.88053097,-0.085,Neutral,135041,598906.835,827885701.516593,,-0.2029,1934,Technology Services,-85.80427695
NH,"NantHealth, Inc.",3.1024,1.38562092,0.0424,Sell,2293,7113.8032,23898873.04,,-7.6383,340,Technology Services,-45.47633845
TRHC,"Tabula Rasa HealthCare, Inc.",6.09,1.33111481,0.08,Buy,5882,35821.38,165186912.01497504,,-5.8078,1602,Technology Services,600.75275043
GALT,Galectin Therapeutics Inc.,1.14,2.7027027,0.03,Sell,92390,105324.6,67745644.10810809,,-0.5973,9,Health Technology,-17.99427212
ZYNE,"Zynerba Pharmaceuticals, Inc.",0.6001,-9.47352542,-0.0628,Sell,172125,103292.2125,28242330.95021873,,-0.8661,28,Health Technology,18.82636117
EGIO,"Edgio, Inc.",1.555,-0.95541401,-0.015,Neutral,363534,565295.37,344564341.21974516,,-0.5009,552,Technology Services,-320.4418419
MTCR,"Metacrine, Inc.",0.51,6.20574761,0.0298,Strong Buy,592339,302092.89,21710452.54060808,,-1.02,32,Health Technology,-29.62001284
XGN,Exagen Inc.,2.7387,-1.1299639,-0.0313,Sell,7958,21794.5746,44694183.01158846,,-2.3538,222,Health Services,-55.7122223
RERE,ATRenew Inc.,2.76,-10.96774194,-0.34,Sell,202492,558877.92,701895730,,-0.2666,2497,Retail Trade,-158.38070921
AWH,Aspira Women's Health Inc.,0.51,-0.58479532,-0.003,Buy,39098,19939.98,63543397.30994152,,-0.2749,108,Health Technology,-81.15475565
SNAX,"Stryve Foods, Inc.",0.74,7.98190573,0.0547,Sell,19228,14228.72,23757197.3442288,,-1.5312,,Consumer Non-Durables,-135.70330387
IMH,"Impac Mortgage Holdings, Inc.",0.2726,-17.36864919,-0.057299,Sell,86341,23536.5566,9069003.11368025,,-1.1908,326,Finance,-116.54621517
ARLO,"Arlo Technologies, Inc.",3.715,-0.1344086,-0.005,Sell,185978,690908.27,328672972.6827957,,-0.4768,353,Electronic Technology,49.49625164
FSTX,"F-star Therapeutics, Inc.",4.07,-3.32541568,-0.14,Sell,353692,1439526.44,89466416.14014253,,-2.0688,88,Health Technology,-72.88429434
TELA,"TELA Bio, Inc.",11.46,-2.71646859,-0.32,Neutral,28742,329383.32,219563800.62988117,,-2.8557,123,Health Technology,-26.13816351
PRVA,"Privia Health Group, Inc.",26.35,3.09076682,0.79,Buy,567450,14952307.5,3011766620.33842,,-0.355,810,Health Services,30.49518319
PLUR,Pluri Inc.,1.09,-5.2173913,-0.06,Neutral,13066,14241.94,35596397.28695653,,-1.112,154,Health Technology,-10.3568126
NVVE,Nuvve Holding Corp.,2.39,25.78947368,0.49,Buy,1610503,3849102.17,57909957.86842106,,-4.0437,61,Producer Manufacturing,-850.53346016
EFTR,"eFFECTOR Therapeutics, Inc.",0.5111,0.43230497,0.0022,Buy,131962,67445.7782,21133120.2778542,3.58380282,0.1464,13,Health Technology,-282.22352167
IMNM,"Immunome, Inc.",5.14,-2.46679317,-0.13,Buy,57205,294033.7,62342249.49905124,,-3.0491,39,Health Technology,-43.9072327
APPF,"AppFolio, Inc.",112.24,5.87680408,6.23,Buy,123239,13832345.36,4276529589.3323274,,-1.9462,,Technology Services,-17.95157571
JAGX,"Jaguar Health, Inc.",4.62,-1.70212766,-0.08,Sell,108208,499920.96,18620751.74042553,,-69.0818,52,Health Technology,-133.85737222
